snapshot_at,product,contract_id,delivery_year_month,first_available_bar,last_available_bar,status,raw_payload_path,bars
2026-08-13T10:59:16+08:00,i,i2702,2027-02,2026-02-24T09:00:00,2026-08-13T10:00:00,ok,raw/kline_i2702.json,815
2026-08-13T10:59:16+08:00,i,i2703,2027-03,2026-03-13T21:00:00,2026-08-13T10:00:00,ok,raw/kline_i2703.json,719
2026-08-13T10:59:16+08:00,i,i2704,2027-04,,,failed,raw/kline_i2704.json,
2026-08-13T10:59:16+08:00,jm,jm2608,2026-08,,,failed,raw/kline_jm2608.json,
2026-08-13T10:59:16+08:00,jm,jm2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_jm2609.json,1525
2026-08-13T10:59:16+08:00,jm,jm2610,2026-10,2025-10-23T09:00:00,2026-08-13T10:00:00,ok,raw/kline_jm2610.json,1369
2026-08-13T10:59:16+08:00,jm,jm2611,2026-11,2025-11-14T21:00:00,2026-08-13T10:00:00,ok,raw/kline_jm2611.json,1253
2026-08-13T10:59:16+08:00,jm,jm2612,2026-12,2025-12-12T22:00:00,2026-08-13T10:00:00,ok,raw/kline_jm2612.json,1108
2026-08-13T10:59:16+08:00,jm,jm2701,2027-01,2026-01-16T21:00:00,2026-08-13T10:00:00,ok,raw/kline_jm2701.json,955
2026-08-13T10:59:16+08:00,jm,jm2702,2027-02,2026-02-24T09:00:00,2026-08-13T10:00:00,ok,raw/kline_jm2702.json,807
2026-08-13T10:59:16+08:00,jm,jm2703,2027-03,2026-03-16T09:00:00,2026-08-13T10:00:00,ok,raw/kline_jm2703.json,707
2026-08-13T10:59:16+08:00,jm,jm2704,2027-04,2026-04-16T21:00:00,2026-08-13T10:00:00,ok,raw/kline_jm2704.json,553
2026-08-13T10:59:16+08:00,j,j2608,2026-08,,,failed,raw/kline_j2608.json,
2026-08-13T10:59:16+08:00,j,j2609,2026-09,2025-09-12T22:00:00,2026-08-13T10:00:00,ok,raw/kline_j2609.json,1512
2026-08-13T10:59:16+08:00,j,j2610,2026-10,,,failed,raw/kline_j2610.json,
2026-08-13T10:59:16+08:00,j,j2611,2026-11,,,failed,raw/kline_j2611.json,
2026-08-13T10:59:16+08:00,j,j2612,2026-12,,,failed,raw/kline_j2612.json,
2026-08-13T10:59:16+08:00,j,j2701,2027-01,,,failed,raw/kline_j2701.json,
2026-08-13T10:59:16+08:00,j,j2702,2027-02,,,failed,raw/kline_j2702.json,
2026-08-13T10:59:16+08:00,j,j2703,2027-03,,,failed,raw/kline_j2703.json,
2026-08-13T10:59:16+08:00,j,j2704,2027-04,,,failed,raw/kline_j2704.json,
2026-08-13T10:59:16+08:00,cu,cu2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_cu2609.json,1943
2026-08-13T10:59:16+08:00,al,al2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_al2609.json,1920
2026-08-13T10:59:16+08:00,zn,zn2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_zn2609.json,1869
2026-08-13T10:59:16+08:00,pb,pb2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_pb2609.json,1698
2026-08-13T10:59:16+08:00,ni,ni2609,2026-09,2025-09-16T00:00:00,2026-08-13T10:00:00,ok,raw/kline_ni2609.json,1922
2026-08-13T10:59:16+08:00,sn,sn2609,2026-09,2025-09-17T09:00:00,2026-08-13T10:00:00,ok,raw/kline_sn2609.json,1822
2026-08-13T10:59:16+08:00,ag,ag2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_ag2609.json,2370
2026-08-13T10:59:16+08:00,ru,ru2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_ru2609.json,1518
2026-08-13T10:59:16+08:00,bu,bu2609,2026-09,2024-09-20T14:00:00,2026-08-13T10:00:00,ok,raw/kline_bu2609.json,2853
2026-08-13T10:59:16+08:00,hc,hc2609,2026-09,2025-09-16T09:00:00,2026-08-13T10:00:00,ok,raw/kline_hc2609.json,1502
2026-08-13T10:59:16+08:00,ss,ss2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_ss2609.json,1892
2026-08-13T10:59:16+08:00,fu,fu2609,2026-09,2025-08-29T21:00:00,2026-08-13T10:00:00,ok,raw/kline_fu2609.json,1595
2026-08-13T10:59:16+08:00,sp,sp2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_sp2609.json,1515
2026-08-13T10:59:16+08:00,ao,ao2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_ao2609.json,1944
2026-08-13T10:59:16+08:00,br,br2609,2026-09,2025-09-17T21:00:00,2026-08-13T10:00:00,ok,raw/kline_br2609.json,1395
2026-08-13T10:59:16+08:00,a,a2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_a2609.json,1525
2026-08-13T10:59:16+08:00,b,b2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_b2609.json,1514
2026-08-13T10:59:16+08:00,m,m2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_m2609.json,1525
2026-08-13T10:59:16+08:00,y,y2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_y2609.json,1525
2026-08-13T10:59:16+08:00,p,p2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_p2609.json,1525
2026-08-13T10:59:16+08:00,c,c2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_c2609.json,1525
2026-08-13T10:59:16+08:00,l,l2609,2026-09,2025-09-12T22:00:00,2026-08-13T10:00:00,ok,raw/kline_l2609.json,1524
2026-08-13T10:59:16+08:00,v,v2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_v2609.json,1525
2026-08-13T10:59:16+08:00,pp,pp2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_pp2609.json,1525
2026-08-13T10:59:16+08:00,eg,eg2609,2026-09,2025-09-25T21:00:00,2026-08-13T10:00:00,ok,raw/kline_eg2609.json,1389
2026-08-13T10:59:16+08:00,eb,eb2609,2026-09,2025-09-29T21:00:00,2026-08-13T10:00:00,ok,raw/kline_eb2609.json,1408
2026-08-13T10:59:16+08:00,pg,pg2609,2026-09,2025-09-25T22:00:00,2026-08-13T10:00:00,ok,raw/kline_pg2609.json,1451
